Panel,Data_Type,Source_Category,Plot_Order,Radius_m,Emission_Composition_Value,Emission_Composition_Percent,Distance_Bin_Left_m,Distance_Bin_Right_m,Distance_Bin_Center_m,Frequency,KDE_X_m,KDE_Density,Spearman_R,Mean_Spatial_Validation_R2,Baseline_R2,Peak_Radius_m,Metric_Name,Metric_Value,Panel_Description,Notes
d,r2_curve,Ship,1,6400.0,,,,,,,,,,0.6236209341496737,0.5875,1600.0,mean_spatial_validation_r2,0.6236209341496737,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,6600.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,6800.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,7000.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,7200.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,7400.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,7600.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,7800.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Ship,1,8000.0,,,,,,,,,,0.6238361025108038,0.5875,1600.0,mean_spatial_validation_r2,0.6238361025108038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,peak_radius_summary,Motor Vehicle,2,360.0,,,,,,,,,,0.6418196603454711,0.5875,360.0,peak_radius_summary,0.6418196603454711,Source-specific peak radius summary.,Model-derived peak radius used for vertical dashed lines and labels.
d,r2_curve,Motor Vehicle,2,10.0,,,,,,,,,,0.5599347384329901,0.5875,360.0,mean_spatial_validation_r2,0.5599347384329901,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,20.0,,,,,,,,,,0.5851660447637878,0.5875,360.0,mean_spatial_validation_r2,0.5851660447637878,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,30.0,,,,,,,,,,0.593055205849333,0.5875,360.0,mean_spatial_validation_r2,0.593055205849333,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,40.0,,,,,,,,,,0.6058207113052287,0.5875,360.0,mean_spatial_validation_r2,0.6058207113052287,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,50.0,,,,,,,,,,0.5956680714426594,0.5875,360.0,mean_spatial_validation_r2,0.5956680714426594,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,60.0,,,,,,,,,,0.5947961260919826,0.5875,360.0,mean_spatial_validation_r2,0.5947961260919826,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,70.0,,,,,,,,,,0.6043870919204515,0.5875,360.0,mean_spatial_validation_r2,0.6043870919204515,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,80.0,,,,,,,,,,0.6063725895757243,0.5875,360.0,mean_spatial_validation_r2,0.6063725895757243,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,90.0,,,,,,,,,,0.6079121447273677,0.5875,360.0,mean_spatial_validation_r2,0.6079121447273677,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,100.0,,,,,,,,,,0.6330033790940374,0.5875,360.0,mean_spatial_validation_r2,0.6330033790940374,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,110.0,,,,,,,,,,0.6170568973003883,0.5875,360.0,mean_spatial_validation_r2,0.6170568973003883,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,120.0,,,,,,,,,,0.6244524468817566,0.5875,360.0,mean_spatial_validation_r2,0.6244524468817566,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,130.0,,,,,,,,,,0.6245960357156518,0.5875,360.0,mean_spatial_validation_r2,0.6245960357156518,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,140.0,,,,,,,,,,0.621440971335218,0.5875,360.0,mean_spatial_validation_r2,0.621440971335218,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,150.0,,,,,,,,,,0.6239579878822937,0.5875,360.0,mean_spatial_validation_r2,0.6239579878822937,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,160.0,,,,,,,,,,0.6405204900188706,0.5875,360.0,mean_spatial_validation_r2,0.6405204900188706,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,170.0,,,,,,,,,,0.6413928069583875,0.5875,360.0,mean_spatial_validation_r2,0.6413928069583875,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,180.0,,,,,,,,,,0.6407763113928354,0.5875,360.0,mean_spatial_validation_r2,0.6407763113928354,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,190.0,,,,,,,,,,0.6394630091295839,0.5875,360.0,mean_spatial_validation_r2,0.6394630091295839,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,200.0,,,,,,,,,,0.6381546642150406,0.5875,360.0,mean_spatial_validation_r2,0.6381546642150406,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,220.0,,,,,,,,,,0.637599762143041,0.5875,360.0,mean_spatial_validation_r2,0.637599762143041,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,240.0,,,,,,,,,,0.6368063076588646,0.5875,360.0,mean_spatial_validation_r2,0.6368063076588646,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,260.0,,,,,,,,,,0.6382250371995628,0.5875,360.0,mean_spatial_validation_r2,0.6382250371995628,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,280.0,,,,,,,,,,0.6398484627614962,0.5875,360.0,mean_spatial_validation_r2,0.6398484627614962,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,300.0,,,,,,,,,,0.6412151174844679,0.5875,360.0,mean_spatial_validation_r2,0.6412151174844679,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,320.0,,,,,,,,,,0.6416605986989683,0.5875,360.0,mean_spatial_validation_r2,0.6416605986989683,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,340.0,,,,,,,,,,0.6417954489416846,0.5875,360.0,mean_spatial_validation_r2,0.6417954489416846,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,360.0,,,,,,,,,,0.6418196603454711,0.5875,360.0,mean_spatial_validation_r2,0.6418196603454711,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,380.0,,,,,,,,,,0.6403599855989651,0.5875,360.0,mean_spatial_validation_r2,0.6403599855989651,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,400.0,,,,,,,,,,0.6368753046564921,0.5875,360.0,mean_spatial_validation_r2,0.6368753046564921,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,420.0,,,,,,,,,,0.6341645822014353,0.5875,360.0,mean_spatial_validation_r2,0.6341645822014353,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,440.0,,,,,,,,,,0.6166126043887926,0.5875,360.0,mean_spatial_validation_r2,0.6166126043887926,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,460.0,,,,,,,,,,0.6394990687302289,0.5875,360.0,mean_spatial_validation_r2,0.6394990687302289,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,480.0,,,,,,,,,,0.6362888879998556,0.5875,360.0,mean_spatial_validation_r2,0.6362888879998556,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,500.0,,,,,,,,,,0.635612916120843,0.5875,360.0,mean_spatial_validation_r2,0.635612916120843,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,550.0,,,,,,,,,,0.6349729592589892,0.5875,360.0,mean_spatial_validation_r2,0.6349729592589892,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,600.0,,,,,,,,,,0.634329400217357,0.5875,360.0,mean_spatial_validation_r2,0.634329400217357,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,650.0,,,,,,,,,,0.6358102599200757,0.5875,360.0,mean_spatial_validation_r2,0.6358102599200757,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,700.0,,,,,,,,,,0.6343517204527662,0.5875,360.0,mean_spatial_validation_r2,0.6343517204527662,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,750.0,,,,,,,,,,0.6327280814498143,0.5875,360.0,mean_spatial_validation_r2,0.6327280814498143,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,800.0,,,,,,,,,,0.6309154526905882,0.5875,360.0,mean_spatial_validation_r2,0.6309154526905882,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,850.0,,,,,,,,,,0.6286684377311105,0.5875,360.0,mean_spatial_validation_r2,0.6286684377311105,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,900.0,,,,,,,,,,0.6285263372405772,0.5875,360.0,mean_spatial_validation_r2,0.6285263372405772,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,950.0,,,,,,,,,,0.6278022447661478,0.5875,360.0,mean_spatial_validation_r2,0.6278022447661478,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1000.0,,,,,,,,,,0.626696333060693,0.5875,360.0,mean_spatial_validation_r2,0.626696333060693,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1050.0,,,,,,,,,,0.6260508896082964,0.5875,360.0,mean_spatial_validation_r2,0.6260508896082964,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1100.0,,,,,,,,,,0.6267042677069993,0.5875,360.0,mean_spatial_validation_r2,0.6267042677069993,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1150.0,,,,,,,,,,0.6257933380339724,0.5875,360.0,mean_spatial_validation_r2,0.6257933380339724,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1200.0,,,,,,,,,,0.6260707669442492,0.5875,360.0,mean_spatial_validation_r2,0.6260707669442492,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1250.0,,,,,,,,,,0.6260715051635939,0.5875,360.0,mean_spatial_validation_r2,0.6260715051635939,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1300.0,,,,,,,,,,0.6265740965565422,0.5875,360.0,mean_spatial_validation_r2,0.6265740965565422,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1350.0,,,,,,,,,,0.6270338412791643,0.5875,360.0,mean_spatial_validation_r2,0.6270338412791643,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1400.0,,,,,,,,,,0.6271344795185074,0.5875,360.0,mean_spatial_validation_r2,0.6271344795185074,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1450.0,,,,,,,,,,0.6275240670495128,0.5875,360.0,mean_spatial_validation_r2,0.6275240670495128,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1500.0,,,,,,,,,,0.627422098153432,0.5875,360.0,mean_spatial_validation_r2,0.627422098153432,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1600.0,,,,,,,,,,0.6282402555909038,0.5875,360.0,mean_spatial_validation_r2,0.6282402555909038,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,1800.0,,,,,,,,,,0.6288209634036577,0.5875,360.0,mean_spatial_validation_r2,0.6288209634036577,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,2000.0,,,,,,,,,,0.6285630634382301,0.5875,360.0,mean_spatial_validation_r2,0.6285630634382301,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,2200.0,,,,,,,,,,0.6285237835279689,0.5875,360.0,mean_spatial_validation_r2,0.6285237835279689,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,2400.0,,,,,,,,,,0.628877821949948,0.5875,360.0,mean_spatial_validation_r2,0.628877821949948,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,2600.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,2800.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,3000.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,3200.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,3400.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,3600.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,3800.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,4000.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,4200.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,4400.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,4600.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,4800.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,5000.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,5200.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,5400.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,5600.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,5800.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,6000.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,6200.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,6400.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,6600.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,6800.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,7000.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,7200.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,7400.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,7600.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,7800.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Motor Vehicle,2,8000.0,,,,,,,,,,0.6286566677983811,0.5875,360.0,mean_spatial_validation_r2,0.6286566677983811,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,peak_radius_summary,Industrial Source,3,3400.0,,,,,,,,,,0.6280387415663078,0.5875,3400.0,peak_radius_summary,0.6280387415663078,Source-specific peak radius summary.,Model-derived peak radius used for vertical dashed lines and labels.
d,r2_curve,Industrial Source,3,10.0,,,,,,,,,,0.5873424669625879,0.5875,3400.0,mean_spatial_validation_r2,0.5873424669625879,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,20.0,,,,,,,,,,0.5887681430149916,0.5875,3400.0,mean_spatial_validation_r2,0.5887681430149916,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,30.0,,,,,,,,,,0.5864712048554539,0.5875,3400.0,mean_spatial_validation_r2,0.5864712048554539,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,40.0,,,,,,,,,,0.5865992673421017,0.5875,3400.0,mean_spatial_validation_r2,0.5865992673421017,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,50.0,,,,,,,,,,0.5538298403695368,0.5875,3400.0,mean_spatial_validation_r2,0.5538298403695368,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,60.0,,,,,,,,,,0.5766825184713985,0.5875,3400.0,mean_spatial_validation_r2,0.5766825184713985,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,70.0,,,,,,,,,,0.5828272405103212,0.5875,3400.0,mean_spatial_validation_r2,0.5828272405103212,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,80.0,,,,,,,,,,0.5893807657407771,0.5875,3400.0,mean_spatial_validation_r2,0.5893807657407771,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,90.0,,,,,,,,,,0.5905589935938418,0.5875,3400.0,mean_spatial_validation_r2,0.5905589935938418,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
d,r2_curve,Industrial Source,3,100.0,,,,,,,,,,0.5684537372113405,0.5875,3400.0,mean_spatial_validation_r2,0.5684537372113405,Five-fold mean spatial validation R2 across source-specific buffer radii.,Peak_Radius_m is repeated for all R2 curve rows of the source category.
